date_2020,ID,dateu,PM2.5_daily,temperature
3/11/2022,6006,2022-03-11,37.295,71.333
3/16/2022,20521,2022-03-16,37.292,68.5
3/5/2022,757,2022-03-05,37.222,76.267
3/17/2022,12697,2022-03-17,37.198,80.567
3/3/2022,11180,2022-03-03,37.181,84.857
3/8/2022,52885,2022-03-08,37.16,74.267
3/15/2022,38917,2022-03-15,37.148,76.233
3/5/2022,47621,2022-03-05,37.114,73.8
2/24/2022,47555,2022-02-24,36.992,70.133
3/16/2022,47477,2022-03-16,36.981,77.767
3/1/2022,757,2022-03-01,36.978,77.733
3/11/2022,1326,2022-03-11,36.976,75.433
3/15/2022,47457,2022-03-15,36.938,78.103
3/3/2022,11184,2022-03-03,36.872,93.6
2/27/2022,47493,2022-02-27,36.834,53.8
3/11/2022,6008,2022-03-11,36.81,74.533
3/6/2022,5872,2022-03-06,36.741,87.1
3/3/2022,47505,2022-03-03,36.713,89
3/15/2022,6008,2022-03-15,36.684,81.067
3/5/2022,6020,2022-03-05,36.679,80.733
3/6/2022,1334,2022-03-06,36.592,75.5
